activity,fall_binary,distance_m,person_binary,floor,max,min,mean,std,median,peak,p2p,energy,rms,crest,shape,impulse,margin
FCS,1,1,AD,H,1.1969754547073497,0.1673137739059306,-1.3289610802191603,0.9039889991189191,-1.5567204375898196,1.1969754547073497,0.5824030472748678,1.1969754547073423,0.9039889991189193,-1.4672421838172016,1.2448100910105269,1.2448100910105402,1.244810091010018
FCS,1,1,AD,H,1.0022580437327984,0.3159879895434008,-1.510255175831228,0.34654670479709854,-1.5567204375898196,1.0022580437327984,0.39880033548108124,1.0022580437328048,0.34654670479709754,-1.2003849158986677,1.051641713134032,1.0516417131339721,1.0516417131335065
FCS,1,1,AD,H,0.8974102070541925,-0.6916928053327868,-1.7266837860970896,0.6888847082573147,-1.5567204375898196,0.8974102070541925,0.8494615371567412,0.8974102070541846,0.6888847082573137,-1.3970320360962505,0.9504247308315047,0.95042473083143,0.9504247308309399
FCS,1,1,AD,H,0.5529101722530599,0.41510413330171525,-1.4470130494544493,0.15532040030743,-1.5567204375898196,0.5529101722530599,0.09835953436397309,0.5529101722530522,0.15532040030743094,-1.0627862162104207,0.5942037153662156,0.5942037153661504,0.5942037153657731
FCS,1,1,AD,H,-0.12111163496654492,-0.8734057355563608,-2.1468925813531574,0.4641392286075972,-1.5567204375898196,-0.12111163496654492,0.3737636020546545,-0.12111163496653772,0.46413922860759665,-1.3328714938565949,-0.07402407091981557,-0.07402407091988833,-0.07402407092031858
FCS,1,1,AD,H,-0.2109812092624931,-0.030918513610695343,-1.8658164641253039,-0.08747354955089165,-1.5567204375898196,-0.2109812092624931,-0.10193433304743184,-0.2109812092625012,-0.08747354955089122,-0.8003804795034981,-0.17155306443572904,-0.1715530644358104,-0.17155306443615317
FCS,1,1,AD,H,-0.3308073083237565,-0.030918513610695343,-1.6971707937881424,-0.19875649410073884,-1.5567204375898196,-0.3308073083237565,-0.16869895551790015,-0.3308073083237666,-0.19875649410073953,-0.5876059417351803,-0.29692376686254224,-0.2969237668625293,-0.2969237668629079
FCS,1,1,AD,H,0.1934318750692698,-1.4681025981062445,-2.0007330003945087,0.6176605567689878,-1.5567204375898196,0.1934318750692698,0.8494615371567412,0.19343187506926057,0.6176605567689875,-1.3954877378533337,0.24211402853955083,0.2421140285395854,0.24211402853903186
FCS,1,1,AD,H,0.23836666221724523,-0.5925766615744723,-1.7688452036815672,0.08681173407877793,-1.5567204375898196,0.23836666221724523,0.4321826467163146,0.23836666221725153,0.08681173407877767,-1.0099155252655347,0.28243034075053974,0.28243034075050866,0.2824303407500633
FCS,1,1,AD,H,0.3731710236611662,-0.4934605178161608,-1.6283071450668916,0.4216403620351442,-1.5567204375898196,0.3731710236611662,0.45721938014274116,0.37317102366117366,0.42164036203514293,-1.2834417795270936,0.416024288765323,0.41602428876527703,0.41602428876486447
