activity,fall_binary,distance_m,person_binary,floor,max,min,mean,std,median,peak,p2p,energy,rms,crest,shape,impulse,margin
K,0,2,AW,H,0.2300000000000004,-0.1500000000000003,0.013547094188377273,0.02374655516283497,0.0099999999999997,0.2300000000000004,0.38000000000000067,0.0020700000000000033,0.016791350185461025,13.69752863585374,16.97781065088695,0.15280029585798255,16.97781052556258
K,0,2,AW,H,0.1500000000000003,-0.1099999999999994,0.01364729458917891,0.02212423501038125,0.0099999999999997,0.1500000000000003,0.2599999999999997,0.0013500000000000027,0.015644196604405407,9.588220078860443,10.991189427312351,0.09892070484581117,10.991189346774856
K,0,2,AW,H,0.120000000000001,-0.0700000000000002,0.012825651302605679,0.01760315732811412,0.0099999999999997,0.120000000000001,0.1900000000000012,0.001080000000000009,0.012447311917003162,9.640635729235619,9.356249999999736,0.08420624999999762,9.356249927050225
K,0,2,AW,H,0.0999999999999996,-0.1099999999999994,0.013426853707415308,0.020161998538361578,0.0099999999999997,0.1099999999999994,0.20999999999999902,0.0009899999999999946,0.01425668588874873,7.715678163801769,8.1925373134325,0.07373283582089249,8.19253725241644
K,0,2,AW,H,0.0700000000000002,-0.0599999999999987,0.014108216432866246,0.01584805844420904,0.0099999999999997,0.0700000000000002,0.1299999999999989,0.0006300000000000018,0.011206269594540937,6.246503299733236,4.9616477272725605,0.044654829545453044,4.961647692104063
K,0,2,AW,H,0.1699999999999999,-0.0999999999999996,0.013246492985972417,0.0229693650248333,0.0099999999999997,0.1699999999999999,0.2699999999999995,0.001529999999999999,0.016241793768608737,10.466824195771204,12.833585476550216,0.11550226928895192,12.833585379667324
K,0,2,AW,H,0.1699999999999999,-0.0999999999999996,0.011362725450902273,0.021827791995535955,0.0099999999999997,0.1699999999999999,0.2699999999999995,0.001529999999999999,0.015434579738372915,11.014229274889281,14.961199294532001,0.134650793650788,14.961199162862895
K,0,2,AW,H,0.5300000000000011,-0.1799999999999997,0.012264529058116714,0.0399935005303029,0.0099999999999997,0.5300000000000011,0.7100000000000009,0.0047700000000000095,0.028279675428364962,18.741374926403957,43.214052287580095,0.3889264705882208,43.21405193523023
K,0,2,AW,H,0.120000000000001,-0.0499999999999989,0.013306613226453396,0.016757428861280583,0.0099999999999997,0.120000000000001,0.1699999999999999,0.001080000000000009,0.011849291583062664,10.127187702219143,9.018072289156368,0.08116265060240732,9.018072221385014
K,0,2,AW,H,0.2100000000000008,-0.1399999999999988,0.014068136272545648,0.02493532531425219,0.0099999999999997,0.2100000000000008,0.3499999999999996,0.0018900000000000071,0.017631937620800304,11.91020547578758,14.927350427349893,0.13434615384614904,14.927350321242374
K,0,2,AW,H,0.120000000000001,-0.1099999999999994,0.014208416833667846,0.019663960298911234,0.0099999999999997,0.120000000000001,0.2300000000000004,0.001080000000000009,0.013904519672343182,8.630287333023613,8.44569816643136,0.07601128349788223,8.445698106989846
K,0,2,AW,H,0.0999999999999996,-0.0599999999999987,0.01342685370741534,0.019820483510424203,0.0099999999999997,0.0999999999999996,0.1599999999999983,0.0008999999999999964,0.014015198296617098,7.135111318698715,7.447761194029538,0.06702985074626584,7.4477611385603915
K,0,2,AW,H,0.0999999999999996,-0.0499999999999989,0.013567134268537595,0.016085271082178467,0.0099999999999997,0.0999999999999996,0.1499999999999985,0.0008999999999999964,0.011374004259432269,8.791978420183138,7.370753323485656,0.0663367799113709,7.370753269157651
LAF,1,1,AW,H,0.8600000000000012,-1.2599999999999998,0.0254308617234476,0.11364164033986603,0.0200000000000013,1.2599999999999998,2.120000000000001,0.011339999999999998,0.08035677450948198,15.680071875599259,49.546099290778756,0.4459148936170088,49.546099095952094
LAF,1,1,AW,H,2.030000000000001,-1.6899999999999995,0.017755511022044795,0.166399904017151,0.0200000000000013,2.030000000000001,3.7200000000000006,0.01827000000000001,0.11766250051931809,17.25273550230824,114.33069977426189,1.0289762979683568,114.33069913034518
LAF,1,1,AW,H,2.110000000000001,-0.7299999999999986,0.02002004008016095,0.1440527834401886,0.0200000000000013,2.110000000000001,2.84,0.01899000000000001,0.10186070001935454,20.71456410174955,105.39439439439114,0.9485495495495202,105.39439386794666
LAF,1,1,AW,H,0.7599999999999998,-1.1899999999999995,0.01791583166332737,0.12985342729470195,0.0200000000000013,1.1899999999999995,1.9499999999999993,0.010709999999999996,0.09182023900039807,12.960105669021843,66.42170022371097,0.5977953020133987,66.42169985296792
LAF,1,1,AW,H,0.6799999999999997,-0.7999999999999989,0.020400801603207102,0.08553540143680007,0.0200000000000013,0.7999999999999989,1.4799999999999986,0.00719999999999999,0.060482662387474885,13.22693096535492,39.214145383102746,0.35292730844792475,39.214145190884096
