activity,fall_binary,distance_m,person_binary,floor,max,min,mean,std,median,peak,p2p,energy,rms,crest,shape,impulse,margin,PC1,PC2,PC3,PC4,PC5
FCF,1,3,AW,H,300.0,-622.0,-8.396,43.61922118646581,-6.0,622.0,922.0,5.598,30.843447091025897,20.16635812995672,-74.08289661743687,-0.6667460695569318,-74.08289661831923,1149.779102151948,-7223.149662942302,-214.56276456141077,-43.723234690398215,-17.338244967751216
FCF,1,3,AW,H,45.0,-196.0,-5.188,11.515114055162757,-5.0,196.0,241.0,1.7639999999999998,8.142415234542108,24.0714817844858,-37.77949113338474,-0.3400154202004626,-37.779491134112945,1192.2698433187222,-8160.279855780866,-90.02816080868818,-63.91540752234064,-17.818068290425575
FCF,1,3,AW,H,1196.0,-1357.0,-7.764,109.59224984666072,-5.0,1357.0,2553.0,12.213,77.49342303206416,17.511163488526236,-174.78104070066976,-1.5730293663060275,-174.78104070292093,1027.7570324791473,-5100.27709383959,-94.5866745308149,-227.85496172007385,-39.803584190131865
FCF,1,3,AW,H,92.0,-322.0,-7.8,25.34791971874884,-5.0,322.0,414.0,2.8979999999999997,17.92368592209951,17.96505481068384,-41.282051282051285,-0.3715384615384615,-41.28205128258054,1189.6169232408713,-7914.4331563611295,-147.66775952757928,-44.582981050965415,-10.049868378969787
FCF,1,3,AW,H,1213.0,-1403.0,-8.742,124.0879004983975,-5.0,1403.0,2616.0,12.627,87.74339590561844,15.989807386861832,-160.48959048272704,-1.4444063143445434,-160.48959048456288,1048.8094063261008,-5010.399766086066,-115.6280083906993,-221.2405919359818,-25.41796691921839
FCF,1,3,AW,H,587.0,-528.0,-4.658,44.236758670084214,-5.0,587.0,1115.0,5.2829999999999995,31.280112033329345,18.7659174421928,-126.01975096607984,-1.1341777586947186,-126.0197509687853,1078.4682343540603,-7023.399082201502,61.74987590647348,-159.7925419364321,-33.899973075959416
FCF,1,3,AW,H,1321.0,-1401.0,-9.316,139.45467851139824,-5.0,1401.0,2722.0,12.608999999999998,98.6093488435996,14.207577845606412,-150.38643194504078,-1.3534778875053668,-150.38643194665505,1064.285577552876,-4893.19683519908,-34.70561689985788,-274.4914509231169,-15.078749450007756
FCF,1,2,AW,H,86.0,-19.0,-5.266,6.068351818045421,-5.0,86.0,105.0,0.7739999999999999,4.29097272116563,20.04207567570794,-16.331181162172427,-0.1469806304595518,-16.33118116248255,1220.8465130870482,-8357.933267214761,65.96848598044298,-82.70730475363861,-18.42609503108314
FCF,1,2,AW,H,370.0,-412.0,-5.274,28.15408013871016,-5.0,412.0,782.0,3.708,19.90794098415145,20.69525926001036,-78.11907470610542,-0.7030716723549487,-78.11907470758663,1141.9029513445444,-7468.1223758745655,-9.533929136459616,-147.4239608164612,-32.633178070272784
FCF,1,2,AW,H,264.0,-819.0,-5.782,40.18701866197436,-4.0,819.0,1083.0,7.371,28.416513411552405,28.821269806697856,-141.64648910411623,-1.274818401937046,-141.646489106566,1056.5918037970441,-6960.498752438193,-385.29143866514335,40.36468612956182,-27.429342077276047
FCF,1,2,AW,H,180.0,-753.0,-7.964,43.20625260918907,-5.0,753.0,933.0,6.776999999999999,30.551434209616552,24.6469607558712,-94.55047714716224,-0.8509542943244599,-94.55047714834944,1121.3273789280493,-7155.078744239186,-398.5855467999156,58.09059319335441,-14.125657021714115
FCF,1,2,AW,H,24.0,-249.0,-5.88,12.425553862003705,-5.0,249.0,273.0,2.2409999999999997,8.786193395821511,28.339917957919983,-42.3469387755102,-0.3811224489795918,-42.34693877623039,1186.319374373201,-8102.229560462897,-144.2565235320056,-35.9713006420951,-17.40882350222538
FCF,1,2,AW,H,2143.0,-993.0,-5.642,117.36983083561448,-5.0,2143.0,3136.0,19.287,82.99300329058094,25.8214537976988,-379.82984757178303,-3.418468628146047,-379.8298475785152,747.9486027787307,-4113.942892187032,804.2323006093557,232.20323492184087,-63.719104280688406
FCF,1,2,AW,H,334.0,-1700.0,-7.99,89.94223207270565,-5.0,1700.0,2034.0,15.3,63.598762213664344,26.730079970561928,-212.7659574468085,-1.9148936170212765,-212.7659574494714,969.1831017738132,-5529.766346394098,-978.6709025005265,302.0906545275318,-10.642994138937048
FCF,1,2,AW,H,202.0,-1029.0,-6.916,50.940030599076685,-4.0,1029.0,1231.0,9.261,36.02004107045735,28.567429947878587,-148.78542510121457,-1.339068825910931,-148.7854251033659,1048.7521911224137,-6706.77189506417,-584.4995426106046,140.4956653432427,-18.545370567841154
FCF,1,2,AW,H,1314.0,-576.0,-4.998,68.72953873692141,-5.0,1314.0,1890.0,11.826,48.59912290870063,27.037524987200054,-262.9051620648259,-2.366146458583433,-262.90516207008613,896.4696425027379,-5851.13930509393,523.2655527143864,119.29526087796668,-48.523851351474974
FCF,1,2,AW,H,145.0,-1017.0,-7.912,48.73123970767514,-5.0,1017.0,1162.0,9.153,34.45819005292424,29.51402840479992,-128.53892821031346,-1.156850353892821,-128.53892821193804,1076.576161635995,-6788.6557800609935,-617.5908662814642,163.85788626956503,-16.206514371096556
WBS,0,1,AW,H,2017.0,-3286.0,-2.388,252.53794225929917,1.0,3286.0,5303.0,29.574,178.57129147844722,18.401614127299997,-1376.0469011725293,-12.384422110552764,-1376.0469012301528,-634.7182095526812,-1212.3463172298361,-902.0926362073214,23.579053161380727,-14.69427254068792
WBS,0,1,AW,H,4838.0,-3398.0,-2.62,323.26499363869334,1.0,4838.0,8236.0,43.541999999999994,228.5828691221462,21.165190631213715,-1846.564885496183,-16.619083969465645,-1846.5648855666627,-1261.0631819449602,2709.110841763859,1008.3343981809131,5.2193386363143475,-124.38017202065988
WBS,0,1,AW,H,3425.0,-3424.0,2.842,368.325220385387,-1.0,3425.0,6849.0,30.825,260.44526101653673,13.150556038654637,1205.137227304715,10.846235045742434,1205.1372272623105,3033.301246107465,529.7257423676274,28.499826257866562,-609.5673136415121,9.698896080907645
WBS,0,1,AW,H,5856.0,-2380.0,10.128,391.6876383396036,0.0,5856.0,8236.0,52.70399999999999,276.96498517687763,21.1434669124698,578.1990521327015,5.203791469194312,578.1990521269925,2173.379460686423,3119.1812923273774,2387.5847894250624,1005.7005043155939,-30.86059003716219
WBS,0,1,AW,H,4344.0,-3923.0,-0.046,307.4457507647921,-2.0,4344.0,8267.0,39.096,217.39697521277364,19.981878753135287,-94434.78260869563,-849.9130434782608,-94434.78281398868,-132199.50068580228,3781.0507998941266,427.4370258710096,-497.7973676785459,-164.90437983111264
WBS,0,1,AW,H,5455.0,-2803.0,2.736,324.86810381098894,-1.0,5455.0,8258.0,49.095,229.7164391959655,23.746667931529583,1993.7865497076025,17.944078947368418,1993.78654963473,4173.34885482946,2947.733204676637,1825.957043206188,601.3830839292239,-117.5225666176798
WBS,0,1,AW,H,5230.0,-2484.0,3.902,367.12268593626584,-1.0,5230.0,7714.0,47.06999999999999,259.5949407529527,20.146771677562104,1340.3382880574063,12.063044592516656,1340.3382880230563,3242.6561724366284,2261.303751195046,1890.837139563916,683.6758026446257,-32.068234551685926
WBS,0,1,AW,H,3955.0,-3434.0,-5.838,324.7289786501203,0.0,3955.0,7389.0,35.595,229.61806285128168,17.224254707529532,-677.4580335731415,-6.097122302158273,-677.4580335847457,379.1477902159032,1377.5257806690443,383.1111228783837,-388.6201617043689,-74.61128459369442
WBS,0,1,AW,H,2052.0,-4646.0,-4.684,269.19236468073314,0.0,4646.0,6698.0,41.814,190.3477465093885,24.407959039172795,-991.8872758326216,-8.926985482493595,-991.8872758537976,-71.96534688600696,905.4633296166558,-1873.161465436091,465.92974834944675,-56.55358597628634
WBS,0,1,AW,H,2330.0,-1366.0,-0.388,210.4256909191404,-0.5,2330.0,3696.0,20.97,148.79343298478867,15.65929324473748,-6005.154639175257,-54.046391752577314,-6005.154640722978,-7200.643223754768,-3334.05957961498,686.4303103500871,95.97414394403401,13.921002757737995
WBS,0,1,AW,H,3699.0,-1757.0,3.896,301.12519314712904,0.0,3699.0,5456.0,33.291,212.9276660604438,17.372096676953028,949.435318275154,8.544917864476385,949.4353182507846,2659.2060743195107,-889.8729675055774,1343.7880908149275,449.53590489272415,22.2410120873816
WBS,0,1,AW,H,2311.0,-1700.0,-0.226,207.7953723197777,0.0,2311.0,4011.0,20.799,146.93351686649822,15.72820176964622,-10225.66371681416,-92.03097345132744,-10225.66372133879,-13166.146987913886,-2937.636614102161,452.13742953930733,-100.11231029520991,-10.981006527311536
WBS,0,1,AW,H,3233.0,-1966.0,5.884,282.101664728312,0.0,3233.0,5199.0,29.097,199.4760001134033,16.207463545298783,549.4561522773623,4.94510537049626,549.4561522680242,2088.533334945264,-1370.204175294235,885.9774102674564,135.7120406626269,11.545643151098886
WBS,0,1,AW,H,2262.0,-3758.0,-8.892,261.42974459444633,-0.5,3758.0,6020.0,33.821999999999996,184.85874520660016,20.329035533590893,-422.6270805218174,-3.803643724696356,-422.6270805265703,722.9592478345805,-230.45403993020227,-1069.1992355597015,65.40300789548846,-43.69877790354764
WBS,0,1,AW,H,3442.0,-2621.0,-0.542,316.63182983922303,0.0,3442.0,6063.0,30.978,223.8925140188196,15.3734483490175,-6350.553505535055,-57.15498154981549,-6350.553506706744,-7659.5606785355985,-231.19429293498797,592.6014574984515,-146.88575828167853,-2.490113891968395
FR,0,1,AD,H,1224.0,-1721.0,-0.428,186.93912723285396,1.0,1721.0,2945.0,15.489,132.18592453544582,13.0195405149851,-4021.0280373831774,-36.1892523364486,-4021.0280383226705,-4406.065205222526,-4455.500851200097,-335.02381312864463,-122.37664778006547,35.999596820621484
FR,0,1,AD,H,1739.0,-2462.0,-1.064,267.5935135255747,1.0,2462.0,4201.0,22.158,189.21718801546797,13.011502949714792,-2313.90977443609,-20.82518796992481,-2313.909774653562,-1975.6953574262695,-2768.9138158120777,-500.9614866362665,-122.83679868600781,61.65477973575618
FR,0,1,AD,H,1564.0,-1021.0,-0.5851703406813628,177.85985147748048,0.0,1564.0,2585.0,14.076,125.76590708055862,12.435802645610378,-2672.72602739726,-24.05453424657534,-2672.7260278540034,-2503.1439049966166,-4937.664334212932,395.82034289917493,-31.797152192711934,40.98518693725571
FR,0,1,AD,H,5404.0,-9004.0,3.032,572.5142724511945,1.5,9004.0,14408.0,81.03599999999999,404.8287243763222,22.24150475950424,2969.6569920844327,26.72691292875989,2969.6569919864887,5629.204705748037,11255.421727164663,-2607.143825778335,317.95325547611327,-141.277412071553
FR,0,1,AD,H,1368.0,-1410.0,3.194,195.52737473956196,2.0,1410.0,2778.0,12.69,138.2587325859475,10.19827083344254,441.45272385723234,3.9730745147150905,441.452723843411,1901.9260956229582,-4832.346646837291,-6.671222987915531,-297.0591548428521,49.39042431909729
FR,0,1,AD,H,2956.0,-2383.0,6.88,277.01767305059207,4.0,2956.0,5339.0,26.604,195.8810751225915,15.09078913391708,429.6511627906977,3.8668604651162792,429.6511627844528,1919.0422662238457,-1333.8186662615544,415.3480286293024,-216.17595474771667,-6.558575463684983
FR,0,1,AD,H,1474.0,-1730.0,6.16,206.89871085414285,4.0,1730.0,3204.0,15.57,146.29948146371913,11.825059000151162,280.84415584415586,2.527597402597402,280.8441558395967,1680.4801729317323,-4222.001008752402,-163.0033702055465,-240.20360472616355,40.83836202949301
FR,0,1,AD,H,2598.0,-2758.0,-0.07,291.64799709309995,-0.5,2758.0,5356.0,24.822,206.22627646400545,13.37365949329633,-39399.99999999999,-354.59999999999997,-39400.00005628571,-54408.202424793824,-861.7646145891149,-42.91045927706089,-435.05279777943787,4.254466725133824
FR,0,1,AD,H,2555.0,-1761.0,7.666,301.82606313699546,2.5,2555.0,4316.0,22.994999999999997,213.42325598300852,11.971516357165005,333.28985129141665,2.9996086616227493,333.289851287069,1770.4519902860925,-2633.3784745143867,565.2116756249528,-36.59420525852684,87.69877885815706
FR,0,1,AD,H,6144.0,-1763.0,13.472,438.507471796825,6.0,6144.0,7907.0,55.29599999999999,310.07160690850367,19.814777822636884,456.0570071258908,4.104513064133016,456.0570071225055,1998.9022078034163,2884.4422676326594,3002.1543070340063,1472.6549679805657,50.8174469191824
TF,1,1,AW,H,17673.0,-19086.0,22.554,2431.3903382711046,-3.0,19086.0,36759.0,171.774,1719.2525959029515,11.1013355719123,846.2357009843043,7.616121308858739,846.2357009805525,2906.038360735074,40412.67782682934,-962.4203100041472,-2250.065880149544,717.5651862589777
TF,1,1,AW,H,20895.0,-11028.0,29.394,1594.542171357181,1.0,20895.0,31923.0,188.055,1127.5115822545845,18.531960406311867,710.859359052868,6.397734231475811,710.8593590504496,2677.260287897594,35816.334832797605,6752.486932748998,2425.889110995113,13.352331592487872
TF,1,1,AW,H,31866.0,-32768.0,-9.478,3605.765378591194,-1.5,32768.0,64634.0,294.912,2549.661150569512,12.851903866786646,-3457.2694661320957,-31.115425195188855,-3457.2694661685723,-2828.3385896174323,77207.39511521929,-551.2460212472524,-4484.00932644939,429.93249526803254
TF,1,1,AW,H,10424.0,-28461.0,-86.682,2196.4953723414565,1.5,28461.0,38885.0,256.149,1553.1567726275143,18.32461506886508,-328.3380632657299,-2.955042569391569,-328.3380632661087,1295.1928889555154,46751.376057519396,-13153.292857789624,4405.593522620478,595.4286438684328
TF,1,1,AW,H,16973.0,-32768.0,24.87,2297.4366348786566,-5.0,32768.0,49741.0,294.912,1624.5330238691,20.170719535117524,1317.5713711298754,11.858142340168875,1317.5713711245776,3756.6850023789875,60583.19981769243,-11503.910002292221,2720.530413673095,11.286743338901907
TF,1,1,AW,H,19353.0,-17580.0,4.542,2028.7971431199976,3.0,19353.0,36933.0,174.177,1434.576217552045,13.490395116840766,4260.898282694849,38.34808454425363,4260.898282601037,7739.695260368768,40656.746923133025,1266.5099540414935,-1942.9057143295483,198.7401404870599
TF,1,1,AW,H,14646.0,-6748.0,100.208,1522.693527895811,1.5,14646.0,21394.0,131.814,1076.7069192439951,13.602587424889606,146.15599552929905,1.3154039597636915,146.15599552915322,1740.5650086399237,21502.149264692514,5411.2077154727085,2199.13791499399,562.9339190468834
TF,1,1,AW,H,25268.0,-27223.0,-36.002,2674.683622965887,10.0,27223.0,52491.0,245.007,1891.2869273277815,14.393902694851096,-756.1524359757791,-6.805371923782011,-756.1524359778795,839.3871128552983,61321.2775489573,-1346.4385501302315,-3148.4451920030656,57.651770114212795
TF,1,1,AW,H,15585.0,-15112.0,-4.946,1935.8358753149275,-1.0,15585.0,30697.0,140.265,1368.8426746993812,11.385530483569053,-3151.031136271735,-28.359280226445613,-3151.0311363354435,-2824.2534308755994,32242.98967509636,388.9092123907142,-2140.3792544197877,461.21265400333925
TF,1,1,AW,H,15868.0,-13638.0,14.998,2222.894308826316,1.0,15868.0,29506.0,142.81199999999998,1571.8236396320715,10.095280157330082,1058.007734364582,9.522069609281235,1058.0077343575276,3117.788668644592,31009.013661302866,1579.3440731922046,-1205.8340094816544,894.0611451487869
STC,0,1,AD,H,662.0,-993.0,-1.762,78.36593517333398,-1.0,993.0,1655.0,8.937,55.41308417508984,17.91995545424611,-563.5641316685585,-5.072077185017026,-563.5641317005428,466.84329261472305,-6245.536166611411,-219.67628801165625,-93.51124810071474,-19.860214539233713
STC,0,1,AD,H,1058.0,-2057.0,-4.326,157.826646116709,-1.0,2057.0,3115.0,18.513,111.60029172105442,18.43185146093958,-475.4969949144707,-4.279472954230235,-475.4969949254623,610.7863484482473,-4174.0823865016055,-707.697757140148,72.35638545831642,-0.6013031285637247
STC,0,1,AD,H,1297.0,-2036.0,-1.924,130.446566983096,-1.0,2036.0,3333.0,18.324,92.23965209625236,22.0729366788529,-1058.2120582120583,-9.523908523908522,-1058.2120582670589,-210.90244175028056,-3935.2393391892892,-516.6332757520986,-47.68034864161266,-52.230574588948855
STC,0,1,AD,H,432.0,-1027.0,-2.67,60.07978246066676,-1.0,1027.0,1459.0,9.243,42.48282159015007,24.17447715474052,-384.6441947565543,-3.4617977528089883,-384.6441947709605,717.7596792199748,-6451.505812667383,-413.8395430150154,29.15973280907764,-25.51899447313855
STC,0,1,AD,H,23.0,-112.0,-1.158,7.767993269749772,-1.0,112.0,135.0,1.008,5.492800717251525,20.39032649559555,-96.71848013816928,-0.8704663212435234,-96.71848014652149,1107.4928763947057,-8312.720747142062,-44.5932246939406,-81.59216976765062,-16.974470043132985
STC,0,1,AD,H,475.0,-776.0,-2.326,48.50758389562174,-1.0,776.0,1251.0,6.983999999999999,34.300041511569496,22.623879324993037,-333.61994840928634,-3.0025795356835765,-333.6199484236294,786.8722591932756,-6789.71348046976,-198.5970228648398,-75.70012257664135,-32.07229994366162
STC,0,1,AD,H,411.0,-600.0,-1.262,37.39350082310581,-1.0,600.0,1011.0,5.3999999999999995,26.441198004322864,22.691861386231675,-475.43581616481777,-4.278922345483359,-475.43581620249097,583.1280550364256,-7128.865191482478,-116.5851276931142,-103.9671287771512,-32.92232773403031
STC,0,1,AD,H,640.0,-1093.0,-3.64,74.50829061749762,-1.0,1093.0,1733.0,9.837,52.68531755025058,20.745817825953324,-300.27472527472526,-2.702472527472527,-300.27472528297454,840.336285222724,-6120.47352740828,-309.46924202629117,-48.933960937901624,-27.185354568613903
STC,0,1,AD,H,658.0,-1501.0,-3.788,101.35484529774914,-1.0,1501.0,2159.0,13.509,71.66869841615187,20.943592295820483,-396.2513199577614,-3.566261879619852,-396.2513199682221,710.5459680508371,-5472.79190137882,-594.7159108276509,78.97265287651345,-13.65042546769219
STC,0,1,AD,H,471.0,-842.0,-1.582,55.01760763883324,-1.0,842.0,1313.0,7.577999999999999,38.90332344607978,21.643395098802205,-532.2376738305942,-4.790139064475347,-532.2376738642375,506.87549372910223,-6690.001802484868,-249.5592261803297,-51.819077604586646,-26.707298579409432
LSF,1,1,AW,H,19376.0,-23568.0,18.558,1974.8367738125612,-0.5,23568.0,42944.0,212.112,1396.420474499426,16.877438014111334,1269.9644358228256,11.429679922405432,1269.9644358159826,3587.069026107818,49133.6776103379,-3004.0806048115887,-1524.4128184952733,-171.170922165631
LSF,1,1,AW,H,32767.0,-32768.0,4.014,2844.2603466706923,-2.0,32768.0,65535.0,294.912,2011.1957785908469,16.292794738739477,8163.428001993024,73.4708520179372,8163.42800178965,13615.18544315865,78006.74314341426,85.00780835121314,-4873.602649180513,-570.3891860283197
LSF,1,1,AW,H,18590.0,-21033.0,-5.37,2125.1761792108837,1.0,21033.0,39623.0,189.297,1502.7264875361334,13.996559037490352,-3916.759776536313,-35.25083798882682,-3916.7597766092504,-3792.2011016670494,44458.37092010949,-1715.0253082417694,-2013.7145918271835,184.9908188417492
LSF,1,1,AW,H,22254.0,-18485.0,1.87,2099.4378656687145,0.0,22254.0,40739.0,200.28599999999997,1484.52675149416,14.99063588958676,11900.534759358288,107.10481283422456,11900.534758721897,18596.820751153344,46009.90760572221,2614.3561254457722,-1230.002814761564,61.75004439678946
LSF,1,1,AW,H,13935.0,-21375.0,8.28,1653.6521606846688,-2.0,21375.0,35310.0,192.37499999999997,1169.3086565439155,18.28003229119789,2581.521739130435,23.23369565217391,2581.521739099257,5349.956508896827,39715.11358604161,-5395.8954967494465,357.24782655751386,-36.55812693126646
LSF,1,1,AW,H,26665.0,-25057.0,6.578,2582.8996568179687,0.0,26665.0,51722.0,239.985,1826.385862460392,14.599872101549556,4053.6637275767703,36.482973548190934,4053.663727515146,7633.05868677047,60168.271925851914,1170.5117670515872,-3094.945074122034,-33.89333173974947
LSF,1,1,AW,H,32767.0,-32768.0,-34.132,3842.8759795450496,-0.5,32768.0,65535.0,294.912,2717.323664395201,12.058924164741793,-960.0375014649012,-8.64033751318411,-960.0375014677138,713.3818177387013,78183.99129948678,110.27092466191203,-4928.621646503419,648.881614713435
LSF,1,1,AW,H,32767.0,-27462.0,-35.382,3174.1052850839073,1.0,32767.0,60229.0,294.90299999999996,2244.4313712828903,14.59924345170366,-926.0923633485954,-8.334831270137357,-926.0923633512128,708.1493252835103,72290.1008282658,3697.1623281594925,-1902.2319897559353,182.66969115033783
LSF,1,1,AW,H,20192.0,-18916.0,-8.448,1994.235770392213,-1.0,20192.0,39108.0,181.728,1410.1376365291126,14.3191696164498,-2390.151515151515,-21.511363636363633,-2390.1515151798076,-1639.9413729999153,43507.55277186309,937.8984681050334,-2339.050768352703,19.512180385214812
LSF,1,1,AW,H,32767.0,-23332.0,-26.232,3248.9929375720085,0.5,32767.0,56099.0,294.90299999999996,2297.3849381843684,14.2627382357159,-1249.123208295212,-11.242108874656909,-1249.1232082999738,210.125828721184,67739.71083167184,6498.104625983504,421.25949246925404,547.3986214729823
SLB,1,1,AW,H,8198.0,-6848.0,25.03,745.9181515942319,0.5,8198.0,15046.0,73.782,527.4437832024165,15.542888666210448,327.5269676388334,2.9477427087495003,327.5269676375249,1899.3632199498948,11669.064563473436,954.4121352729677,-541.4515143361257,-26.599218566427396
SLB,1,1,AW,H,14300.0,-10165.0,-9.082,1339.5349278469164,0.0,14300.0,24465.0,128.7,947.1942311167873,15.097220327386935,-1574.5430521911471,-14.170887469720324,-1574.543052208484,-664.0475320272519,24756.10625574101,2859.262455801468,137.10784830302143,132.9965527919812
SLB,1,1,AW,H,7859.0,-9988.0,1.064,912.212121061556,-0.5,9988.0,17847.0,89.892,645.0313766831902,15.484518057647367,9387.21804511278,84.48496240601503,9387.218044230523,14746.231496943508,15412.460302413005,-1529.487886391791,-543.7477313536973,37.4808634940286
SLB,1,1,AW,H,22544.0,-20445.0,20.768,1810.806501686223,1.0,22544.0,42989.0,202.896,1280.4335567590176,17.606536380585396,1085.5161787365178,9.76964560862866,1085.516178731291,3326.3478741744784,48749.24392933904,1491.4577604270887,-2195.9418510456358,-438.99385646598205
SLB,1,1,AW,H,8045.0,-11726.0,5.2,876.122874134195,0.0,11726.0,19771.0,105.534,619.5124254529372,18.927788238350345,2255.0,20.295,2254.9999999566344,4686.471520372796,18375.266521915983,-2658.504667346465,-42.87239769879909,-98.50378962745607
SLB,1,1,AW,H,9757.0,-14970.0,-14.082,1116.1487532379856,0.0,14970.0,24727.0,134.73,789.2363522274901,18.967702080307923,-1063.0592245419684,-9.567533020877717,-1063.0592245495177,58.95356106735994,25297.956200114815,-3771.905440514712,221.30850438812922,-82.97128799976258
SLB,1,1,AW,H,16243.0,-21391.0,-22.514,1627.4343264099953,0.0,21391.0,37634.0,192.519,1150.7698481402688,18.58842585645555,-950.1199253797636,-8.551079328417872,-950.1199253839836,381.67396514433756,42341.28855368628,-3710.31919198152,-741.1908240193828,-252.50392098215445
SLB,1,1,AW,H,11449.0,-12702.0,10.29,1045.0828993112773,1.0,12702.0,24151.0,114.318,738.985205005102,17.18843613372788,1234.402332361516,11.109620991253646,1234.40233234952,3295.0826867377764,23662.08851805169,-872.2108202460745,-1352.256499136226,-204.5080173659043
SLB,1,1,AW,H,6717.0,-10011.0,-13.06,877.7431985753524,0.0,10011.0,16728.0,90.099,620.6581678530019,16.12965158362506,-766.5390505359877,-6.898851454823888,-766.5390505418571,374.5297104688193,14318.715907551043,-2372.726679511632,12.944635949751472,83.31099306927375
SLB,1,1,AW,H,12260.0,-15096.0,0.046,1197.484921055924,-1.0,15096.0,27356.0,135.86399999999998,846.7497080472814,17.828172666056663,328173.9130434783,2953.565217391304,328173.9123300567,465688.1863484589,23815.706852630847,-2419.469192310213,-942.5487720699539,-135.93403692838524
MA,0,1,0,H,471.0,-487.0,-0.154,89.98551589083813,0.0,487.0,958.0,4.383,63.62936849498147,7.65369846533068,-3162.3376623376626,-28.46103896103896,-3162.337664391129,-3217.519475128999,-7196.375797514518,14.21657273008025,-173.83357202073108,31.298851807478577
MA,0,1,0,H,379.0,-262.0,-0.454,57.24958439873302,0.0,379.0,641.0,3.4109999999999996,40.48156934845569,9.362285259685915,-834.8017621145374,-7.5132158590308356,-834.8017622984145,70.3008315151119,-7626.057995617575,101.89703427059223,-98.57885823105698,11.387612283071885
MA,0,1,0,H,251.0,-298.0,0.088,44.989380354583446,0.0,298.0,549.0,2.682,31.812295930106796,9.367447123424254,3386.3636363636365,30.477272727272727,3386.363632515496,6038.367993500559,-7820.436598182308,-17.196463807392185,-129.98223264388585,2.998814943264648
MA,0,1,0,H,45.0,-44.0,-0.108,14.803601901514272,0.0,45.0,89.0,0.4049999999999999,10.467727290546812,4.2989274319974475,-416.6666666666667,-3.75,-416.6666670524691,654.3286256354722,-8387.399057633493,21.810427990778845,-114.65009861326192,-6.9776752877662425
MA,0,1,0,H,375.0,-283.0,-0.162,38.23463784400376,0.0,375.0,658.0,3.3749999999999996,27.035971695706852,13.870409549938524,-2314.814814814815,-20.83333333333333,-2314.814816243713,-2022.5585349956125,-7590.03659684544,86.43869303657448,-111.03142326398734,-13.303903009806954
MA,0,1,0,H,65.0,-65.0,-0.136,12.322385579616697,0.0,65.0,130.0,0.585,8.713242403742292,7.459909524849537,-477.9411764705882,-4.3014705882352935,-477.9411768220155,568.1894661761912,-8332.819666212461,21.18993065019674,-117.88185109372206,-12.58422109524638
MA,0,1,0,H,123.0,-96.0,0.01,13.79734152895162,0.0,123.0,219.0,1.107,9.75619375746846,12.60737568950415,12300.0,110.7,12299.999877000002,18639.655876544246,-8382.22093243871,24.31615964110272,-111.0196581626743,-14.191994149170464
MA,0,1,0,H,57.0,-63.0,-0.032,9.74643329243307,-1.0,63.0,120.0,0.567,6.891769073461752,9.141339375777278,-1968.75,-17.718749999999996,-1968.750006152344,-1540.1969371252087,-8324.725708023341,18.527894516740904,-114.56615091176192,-15.265448060913348
MA,0,1,0,H,24.0,-22.0,-0.122,6.094374356535311,0.0,24.0,46.0,0.2159999999999999,4.30937343459552,5.569255105006385,-196.72131147540983,-1.7704918032786885,-196.7213116366568,964.8268361752465,-8447.366228536403,22.077475088487482,-110.65146628357064,-14.955272262278132
MA,0,1,0,H,109.0,-138.0,-1.094,23.07878733490344,0.0,138.0,247.0,1.242,16.319167026072428,8.456313963790148,-126.14259597806216,-1.1352833638025592,-126.14259598959256,1067.2167432485605,-8176.452507753728,-0.28096905769604774,-114.85634211483075,-6.066631739002938
MA,0,1,0,H,106.0,-84.0,0.126,15.674485733382516,0.0,106.0,190.0,0.954,11.08353515368657,9.563735624977252,841.2698412698412,7.571428571428571,841.2698406021667,2434.604034174453,-8266.556072009136,34.618564368288446,-111.44284784828265,-11.893640217505425
MA,0,1,0,H,178.0,-212.0,-0.07,25.18089066155163,0.0,212.0,390.0,1.908,17.805578543100165,11.906380884329764,-3028.5714285714284,-27.257142857142853,-3028.571432897959,-3035.518910362988,-7947.347943107316,-0.37514052364294415,-122.94886035796591,-12.702230711806475
MA,0,1,0,H,136.0,-132.0,0.102,15.915092722089478,0.0,136.0,268.0,1.224,11.25366998700214,12.08494652474068,1333.3333333333337,12.0,1333.333332026144,3131.405982510076,-8174.154812812123,21.864163937219416,-125.81934357442941,-16.43344149992219
MA,0,1,0,H,384.0,-211.0,-0.04,34.54413110772908,-1.0,384.0,595.0,3.4559999999999995,24.426389356472395,15.720702490900456,-9600.0,-86.39999999999999,-9600.000024,-12325.683307141917,-7557.40713601336,149.99711960208836,-66.36612349835619,-14.723047194702886
MA,0,1,0,H,305.0,-281.0,0.046,37.70633128319004,-1.0,305.0,586.0,2.7449999999999997,26.662402544010128,11.439329201355866,6630.434782608696,59.67391304347826,6630.4347681947065,10626.520078579637,-7820.667340755036,29.586859213458155,-139.57521872725107,-8.415047307035495
S,0,0,0,H,37.0,-168.0,-0.734,14.05440488221349,0.0,168.0,205.0,1.5119999999999998,9.93796499775448,16.90486936087622,-228.88283378746596,-2.0599455040871932,-228.8828338186489,921.5342821831301,-8209.309531972225,-75.10323294097924,-69.70832865174913,-12.828329221722232
S,0,0,0,H,123.0,-79.0,-0.316,17.064188144592997,-1.0,123.0,202.0,1.107,12.066203152484798,10.193761736447357,-389.24050632911394,-3.5031645569620253,-389.2405064522913,694.6545357142292,-8229.266441224861,51.03643859400054,-101.49822284231645,-11.025958265185107
