activity,fall_binary,distance_m,person_binary,floor,max,min,mean,std,median,peak,p2p,energy,rms,crest,shape,impulse,margin,PC1,PC2,PC3
RBS,0,2,AD,H,9.58,9.31,9.438739999999973,0.0195800704369681,9.44,9.58,0.2699999999999996,0.0862199999999999,0.0138452005820904,691.9365265384661,1.0149659806287734,0.0091346938256589,1.0149659806180202,69.05217056717822,-0.34987253262910656,0.01906297383633948
RBS,0,2,AD,H,9.57,9.27,9.439459999999984,0.0178926995558186,9.44,9.57,0.3000000000000007,0.08613,0.0126520491896528,756.399209056708,1.0138291809065367,0.0091244626281588,1.0138291808957964,133.51426102011828,-0.07546006182145959,-0.0419535777221931
RBS,0,2,AD,H,9.51,9.33,9.440139999999976,0.0170399859813466,9.44,9.51,0.1799999999999997,0.0855899999999999,0.0120490896387339,789.2712466366258,1.007400313978397,0.0090666028258055,1.0074003139677254,166.38666692338552,-0.10727697041790307,-0.036651605744610904
RBS,0,2,AD,H,9.5,9.32,9.437459999999977,0.0182431912793818,9.44,9.5,0.1799999999999997,0.0854999999999999,0.0128998842641341,736.4407157057261,1.0066267830539175,0.0090596410474852,1.0066267830432511,113.55654510613999,-0.31586831739532606,-0.03989632161358081
RBS,0,2,AD,H,9.54,9.37,9.44075999999998,0.0178790862027928,9.44,9.54,0.1699999999999999,0.0858599999999999,0.0126424230954136,754.6021777629686,1.0105118655701466,0.0090946067901313,1.010511865559443,131.71785022888423,-0.23536655874463008,0.03115601224156528
RBS,0,2,AD,H,9.48,9.37,9.441239999999976,0.0150104305751736,9.44,9.48,0.1100000000000012,0.08532,0.0106139772482351,893.1618919360569,1.0041053929356762,0.009036948536421,1.004105392925041,270.27688884381917,0.20284903763481665,-0.04660521849176469
RBS,0,2,AD,H,9.51,9.33,9.44045999999998,0.0171982545602698,9.44,9.51,0.1799999999999997,0.0855899999999999,0.0121610024241393,782.007902664576,1.007366166479178,0.0090662954983126,1.0073661664685074,159.12337697502483,-0.13523286327927408,-0.034826530942231315
RBS,0,2,AD,H,9.55,9.3,9.439219999999976,0.0192544297794628,9.44,9.55,0.25,0.08595,0.0136149378649384,701.4354450043761,1.0117361392148954,0.009105625252934,1.011736139204177,78.55115295579412,-0.35029911233170097,-0.014185990198175347
RBS,0,2,AD,H,9.51,9.39,9.44001999999998,0.0163687345553004,9.44,9.51,0.1199999999999992,0.0855899999999999,0.0115744432034955,821.6377956848892,1.00741311988746,0.0090667180789871,1.0074131198767882,198.75323300250227,-0.045984819696766266,0.011671999706820202
RBS,0,2,AD,H,9.51,9.38,9.439539999999978,0.0164233935504032,9.44,9.51,0.129999999999999,0.0855899999999999,0.0116130929495855,818.9032879771638,1.0074643467796125,0.0090671791210165,1.0074643467689397,196.01870266973094,-0.045959308266875,0.0029528013267938746
RBS,0,3,AD,H,9.48,9.39,9.438599999999976,0.0149159300729079,9.44,9.48,0.0899999999999998,0.08532,0.0105471553022575,898.8205566643013,1.0043862437225886,0.0090394761935032,1.0043862437119473,275.93559738624447,0.20355758844928218,-0.029185635050996694
RBS,0,3,AD,H,9.49,9.4,9.440579999999985,0.014418022011269,9.44,9.49,0.0899999999999998,0.08541,0.0101950811354652,930.8410471582696,1.0052348478589257,0.0090471136307303,1.0052348478482778,307.9558334924625,0.33207704879495203,-0.0207017463282817
RBS,0,3,AD,H,9.48,9.4,9.439659999999986,0.0135073794126468,9.44,9.48,0.08,0.08532,0.0095511595787421,992.5496398468152,1.0042734590017028,0.0090384611310153,1.004273458991064,369.6640263026401,0.553751446013905,-0.043375436759133024
RBS,0,3,AD,H,9.48,9.4,9.439579999999976,0.0137404949839811,9.44,9.48,0.08,0.08532,0.0097159971800328,975.7104519834744,1.0042819701724044,0.0090385377315516,1.0042819701617651,352.8249637061274,0.48893991354250765,-0.03913597773592592
RBS,0,3,AD,H,9.49,9.4,9.438779999999984,0.0145166478958561,9.44,9.49,0.0899999999999998,0.08541,0.0102648201672573,924.5169272688428,1.0054265487700758,0.0090488389389306,1.0054265487594236,301.63176063538936,0.3077511331298748,-0.019095379399294288
RBS,0,3,AD,H,9.48,9.4,9.439759999999984,0.0141684116179462,9.44,9.48,0.08,0.08532,0.010018579933692,946.2418888448613,1.0042628202411945,0.0090383653821707,1.0042628202305557,323.3566197826357,0.3755180881033535,-0.03171975022796403
RBS,0,3,AD,H,9.48,9.4,9.440859999999974,0.0143900850969756,9.44,9.48,0.08,0.08532,0.0101753267539229,931.6654127441308,1.0041458087504769,0.0090373122787542,1.0041458087398407,308.78025211985164,0.31940688417012275,-0.028059639198389164
RBS,0,3,AD,H,9.48,9.4,9.43975999999998,0.0144623898938899,9.44,9.48,0.08,0.08532,0.0102264539661333,927.0075464471485,1.0042628202411947,0.0090383653821707,1.004262820230556,304.12242046480867,0.301488424260949,-0.026878348436008892
RBS,0,3,AD,H,9.48,9.4,9.439479999999982,0.0137297710551361,9.44,9.48,0.08,0.08532,0.0097084142172255,976.472551323542,1.004292609338652,0.0090386334840478,1.004292609328013,353.5870573763366,0.4918739437709405,-0.039327005296112105
RBS,0,3,AD,H,9.48,9.4,9.439559999999968,0.0143603216424755,9.44,9.48,0.08,0.08532,0.0101542808134144,933.596398818944,1.0042840979876215,0.0090385568818885,1.0042840979769825,310.7112238226715,0.32684932396213284,-0.028535170147717892
RBS,0,3,AD,H,9.48,9.4,9.43899999999998,0.0140211692227412,9.44,9.48,0.08,0.08532,0.0099144638375644,956.1787863990852,1.0043436804746289,0.0090390931242716,1.0043436804639885,333.29344341309036,0.41376978350345084,-0.03421483873290576
RBS,0,3,AD,H,9.48,9.39,9.440099999999982,0.0153838657902787,9.44,9.48,0.0899999999999998,0.08532,0.0108780358211698,871.4808588468567,1.00422665014142,0.0090380398512727,1.0042266501307822,248.5961029425133,0.09832194673218453,-0.02231678175806273
RBS,0,3,AD,H,9.48,9.4,9.439919999999976,0.0143389263761008,9.44,9.48,0.08,0.08532,0.0101391520754755,934.9894280538596,1.0042457986932118,0.0090382121882389,1.0042457986825737,312.1042426973611,0.3322079630864021,-0.028888712954195483
RBS,0,3,AD,H,9.51,9.4,9.43885999999997,0.0144540041674598,9.44,9.51,0.1099999999999994,0.0855899999999999,0.0102205243621095,930.4806351478766,1.007536927128915,0.0090678323441602,1.0075369271182406,307.5953058083246,0.3623852372211047,-0.006300800793489714
RBS,0,3,AD,H,9.48,9.4,9.439059999999971,0.0135233932253949,9.44,9.48,0.08,0.08532,0.0095624830543289,991.3743058303623,1.004337296298575,0.0090390356666871,1.0043372962879349,368.4887010259479,0.5492325136927398,-0.04307472444924443
K,0,3,AW,H,9.52,9.38,9.453419999999973,0.0164512883926934,9.45,9.52,0.1399999999999988,0.0856799999999999,0.011632817581729,818.3743906508481,1.0070429537669994,0.0090633865839029,1.0070429537563466,195.48974992217325,-0.032251385072498806,0.01011616586607289
K,0,3,AW,H,9.49,9.41,9.45341999999997,0.0145646096999347,9.45,9.49,0.08,0.08541,0.0102987342841592,921.472458474514,1.0038694990807593,0.0090348254917268,1.0038694990701402,298.5873572695766,0.28538472070310306,-0.009041395115463757
K,0,3,AW,H,9.51,9.39,9.45381999999997,0.0165697529681907,9.45,9.51,0.1199999999999992,0.0855899999999999,0.0117165846863935,811.6699750434892,1.0059425713626904,0.0090534831422642,1.0059425713520498,188.7854863168984,-0.08444375710454999,0.014063350058696855
K,0,3,AW,H,9.49,9.37,9.452379999999964,0.0145519455137958,9.45,9.49,0.120000000000001,0.08541,0.0102897793522622,922.2743923963352,1.0039799500231723,0.0090358195502085,1.003979950012551,299.3891133753709,0.33066250006567977,-0.0468797949128561
K,0,3,AW,H,9.5,9.39,9.452819999999967,0.0154636946330241,9.45,9.5,0.1099999999999994,0.0854999999999999,0.0109344833372093,868.8110546267962,1.0049911031840268,0.0090449199286562,1.0049911031733951,245.926200046104,0.11964039559281936,-0.007456760539314544
K,0,3,AW,H,9.5,9.39,9.45255999999996,0.0146791469339819,9.45,9.5,0.1099999999999994,0.0854999999999999,0.0103797243390523,915.2458860836532,1.005018746244408,0.0090451687161996,1.0050187462337756,292.36068609695633,0.29835890109428576,-0.019141710876890983
K,0,3,AW,H,9.52,9.35,9.45333999999998,0.0171005631052619,9.45,9.52,0.1699999999999999,0.0856799999999999,0.0120919241338391,787.3023262987837,1.0070514759862672,0.0090634632838764,1.0070514759756142,164.4177877923928,-0.12019700427901903,-0.010297916201109203
K,0,3,AW,H,9.49,9.41,9.45237999999997,0.0144413540019914,9.45,9.49,0.08,0.08541,0.0102115793443236,929.3371456076748,1.003979950023172,0.0090358195502085,1.0039799500125506,306.4519858934385,0.31566273121440247,-0.011012561214098326
K,0,3,AW,H,9.5,9.39,9.451979999999974,0.0160622411631246,9.45,9.5,0.1099999999999994,0.0854999999999999,0.0113577196474991,836.4355077290382,1.0050804170131578,0.0090457237531184,1.005080417002524,213.55089395861364,-0.0049562940149154855,0.0006979266995088551
K,0,3,AW,H,9.51,9.41,9.452699999999972,0.0156524758424988,9.45,9.51,0.0999999999999996,0.0855899999999999,0.0110679718105895,859.236015662874,1.0060617601320287,0.0090545558411882,1.0060617601213857,236.3512590535803,0.07753900904091715,0.020924454133782078
K,0,3,AW,H,9.5,9.38,9.451539999999971,0.0158976057233623,9.45,9.5,0.1199999999999992,0.0854999999999999,0.0112413048116195,845.0976251600562,1.0051272067832362,0.0090461448610491,1.0051272067726018,222.21290399623808,0.03893057806412337,-0.010889682156438596
K,0,3,AW,H,9.5,9.42,9.45325999999997,0.0136655000561113,9.45,9.5,0.08,0.0854999999999999,0.0096629677579814,983.1348130239952,1.004944326084338,0.009044498934759,1.0049443260737074,360.24923691024037,0.5280098607309451,-0.008001999653766134
K,0,3,AW,H,9.5,9.4,9.451499999999967,0.0160269687544126,9.45,9.5,0.0999999999999996,0.0854999999999999,0.0113327782881101,838.2763483484888,1.0051314606147208,0.0090461831455324,1.005131460604086,215.3917638439874,-0.008413421943171073,0.00964977295144287
K,0,3,AW,H,9.57,9.4,9.452839999999972,0.0154015849066023,9.45,9.57,0.1699999999999999,0.08613,0.0108905651284789,878.7422771086854,1.012394158792493,0.0091115474291324,1.012394158781783,255.8569774146398,0.2582017755679953,0.0494907484006859
K,0,3,AW,H,9.51,9.4,9.451139999999976,0.0150383744271391,9.45,9.51,0.1099999999999994,0.0855899999999999,0.0106337365354524,894.3234551932012,1.0062278201359862,0.0090560503812238,1.0062278201253396,271.438394620082,0.22313940577030422,0.0026950315548806003
K,0,3,AW,H,9.49,9.41,9.452679999999962,0.0140432198604204,9.45,9.49,0.08,0.08541,0.0099300559929969,955.6844399158216,1.0039480866801838,0.0090355327801216,1.003948086669563,332.79908421104096,0.41706671592946165,-0.01764681007739277
K,0,3,AW,H,9.51,9.41,9.452279999999968,0.0149414890888557,9.45,9.51,0.0999999999999996,0.0855899999999999,0.0105652282557547,900.1225311739045,1.0061064632025325,0.0090549581688227,1.006106463191888,277.23747043233664,0.23490380512641273,0.01063747836161788
K,0,3,AW,H,9.5,9.41,9.452179999999965,0.0140799179037508,9.45,9.5,0.0899999999999998,0.0854999999999999,0.0099560054282921,954.1979530267956,1.005059150375896,0.009045532353383,1.005059150365263,331.3125492051996,0.4271900730150531,-0.010120599114895157
K,0,3,AW,H,9.49,9.41,9.45249999999996,0.0162257989974677,9.45,9.49,0.08,0.08541,0.0114733725012793,827.1325627178791,1.0039672044432733,0.0090357048399894,1.0039672044326522,204.2481632402836,-0.07769643587881703,0.014709372239856577
K,0,3,AW,H,9.49,9.4,9.452759999999968,0.0151803585785434,9.45,9.49,0.0899999999999998,0.08541,0.0107341344917314,884.0954999501993,1.0039395901302934,0.0090354563111726,1.0039395901196728,261.21063381072224,0.1520801997972967,-0.009039821841373197
K,0,2,AW,H,9.73,9.17,9.452699999999972,0.0292132989179131,9.45,9.73,0.5600000000000005,0.08757,0.020656921765686,471.0285545140064,1.0293355337628434,0.0092640198038655,1.029335533751954,-151.85564848529134,-0.8146980847097876,0.04993912638803266
K,0,2,AW,H,9.53,9.41,9.451759999999966,0.0151049236156585,9.45,9.53,0.1199999999999992,0.0857699999999999,0.010680793917937,892.2557698632875,1.0082778233895098,0.0090745004105055,1.008277823378842,269.3706492918874,0.23631201227740917,0.02691766652120542
K,0,2,AW,H,9.94,9.22,9.452419999999982,0.0337672037352251,9.45,9.94,0.7199999999999989,0.0894599999999999,0.0238770187428854,416.29987843276314,1.051582557694222,0.0094642430192479,1.051582557683097,-206.58494587510165,-0.7452657230960318,0.2608412255484307
K,0,2,AW,H,9.55,9.37,9.452499999999974,0.0176684563190281,9.45,9.55,0.1800000000000015,0.08595,0.0124934852762831,764.3983875443578,1.0103147315525025,0.0090928325839725,1.010314731541814,141.513927785762,-0.18190571012650025,0.03573839662138134
K,0,2,AW,H,9.84,9.19,9.453819999999975,0.0294234443625542,9.45,9.84,0.6500000000000004,0.0885599999999999,0.0208055170346271,472.9514764580479,1.0408490959210164,0.0093676418632891,1.0408490959100063,-149.9333058165456,-0.6541478030472385,0.1468952666799943
K,0,2,AW,H,9.57,9.3,9.453699999999976,0.019006116513635,9.45,9.57,0.2699999999999996,0.08613,0.0134393538708129,712.0878051126942,1.0123020616266671,0.00911071855464,1.0123020616159593,89.2033153241581,-0.2777264254466161,-0.00269311417970286
K,0,2,AW,H,9.82,9.19,9.453819999999968,0.0309114644957912,9.45,9.82,0.6300000000000008,0.08838,0.0218577061613811,449.2694671387917,1.0387335489780885,0.0093486019408027,1.038733548967101,-173.61502083898023,-0.7769271357384318,0.13854658137242204
K,0,2,AW,H,9.67,9.29,9.453559999999976,0.0237245042984764,9.45,9.67,0.3800000000000008,0.08703,0.0167757578697421,576.4270130198684,1.0228950786793571,0.0092060557081142,1.022895078668537,-46.45710275308602,-0.6308007147306354,0.09349399331815
K,0,2,AW,H,9.59,9.33,9.453619999999963,0.0221104804717898,9.45,9.59,0.2599999999999998,0.08631,0.0156344706768953,613.388211100242,1.0144262197972878,0.0091298359781755,1.0144262197865572,-9.495534231194938,-0.6574919309802789,0.06466208244040672
K,0,2,AW,H,9.56,9.37,9.452819999999964,0.0175859640698069,9.45,9.56,0.1900000000000012,0.0860399999999999,0.0124351544474634,768.7881996471749,1.0113384154146632,0.0091020457387319,1.0113384154039644,145.90364806970138,-0.1491733446786796,0.04177921054382594
K,0,2,AW,H,9.54,9.33,9.45341999999997,0.0201423690279999,9.45,9.54,0.209999999999999,0.0858599999999999,0.0142428057288606,669.8118461778076,1.0091585902244933,0.0090824273120204,1.0091585902138185,46.92797716899781,-0.5195730420203528,0.014733708372943966
K,0,2,AW,H,9.51,9.38,9.454099999999972,0.0158332366484412,9.45,9.51,0.129999999999999,0.0855899999999999,0.0111957890022441,849.4265118870815,1.00591277858284,0.0090532150072455,1.0059127785722,226.54169936796654,0.07141125702951001,-0.004851823094821128
K,0,2,AW,H,9.61,9.34,9.45321999999997,0.0229539837662548,9.45,9.61,0.2699999999999996,0.0864899999999999,0.0162309175763647,592.0798965792272,1.0165848250649017,0.0091492634255841,1.0165848250541478,-30.803765718348473,-0.718344173088421,0.09373026951851138
K,0,2,AW,H,9.61,9.27,9.450999999999963,0.023265480118198,9.45,9.61,0.3399999999999998,0.0864899999999999,0.0164511787591386,584.1526701946281,1.0168236165485172,0.0091514125489366,1.0168236165377582,-38.73123391098363,-0.6750082627525664,0.029862916460457356
K,0,2,AW,H,9.97,9.26,9.452279999999972,0.0399549044396,9.45,9.97,0.7100000000000009,0.08973,0.0282523838709016,352.8905753779075,1.0547719703605936,0.0094929477332453,1.0547719703494345,-269.99378386017133,-0.9837539217232285,0.3358309777817112
K,0,2,AW,H,9.56,9.39,9.453299999999969,0.0167412825399422,9.45,9.56,0.1699999999999999,0.0860399999999999,0.0118378744097531,807.5774137393788,1.011287063776674,0.00910158357399,1.0112870637659763,184.6926595890642,-0.020986576357254094,0.05083725511908277
K,0,2,AW,H,9.65,9.3,9.454039999999978,0.0249182712177424,9.45,9.65,0.3499999999999996,0.08685,0.0176198785535112,547.6768736341243,1.0207276465934163,0.0091865488193407,1.0207276465826198,-75.20686710909547,-0.7836521017065943,0.09583263855383528
K,0,2,AW,H,9.56,9.33,9.454179999999967,0.0196545211185827,9.45,9.56,0.2300000000000004,0.0860399999999999,0.013897845163924,687.8764216495807,1.0111929326499003,0.0091007363938491,1.0111929326392044,64.99229996827785,-0.41838092631066903,0.024479392235575048
K,0,2,AW,H,9.54,9.38,9.453459999999977,0.0198144802418463,9.45,9.54,0.1599999999999983,0.0858599999999999,0.0140109533446964,680.8958509315997,1.0091543202171505,0.0090823888819543,1.0091543202064754,58.01211430620242,-0.5296484948287903,0.05900151381015739
K,0,2,AW,H,9.54,9.39,9.453599999999968,0.0160859415338385,9.45,9.54,0.1499999999999985,0.0858599999999999,0.0113744783403475,838.7197825292534,1.0091393754760123,0.0090822543792841,1.0091393754653375,215.83491509031933,0.06718492563671319,0.028701861963522646
LAF,1,1,AW,H,10.3,8.18,9.465419999999982,0.1135279736523259,9.46,10.3,2.120000000000001,0.0927,0.0802764000239273,128.30670031204633,1.088171470468296,0.0097935432342146,1.0881714704568,-494.582593650403,-0.18355447331945207,-0.3891119233108089
LAF,1,1,AW,H,11.47,7.75,9.457719999999975,0.1662349835007029,9.46,11.47,3.7200000000000006,0.10323,0.1175458841037808,97.57891641593488,1.2127658674606594,0.0109148928071459,1.2127658674478363,-525.318928655087,2.007239319465423,0.04972351265559105
LAF,1,1,AW,H,11.55,8.71,9.460079999999978,0.1439146150773636,9.46,11.55,2.84,0.10395,0.1017630002330555,113.49901215125756,1.2209199076540609,0.0109882791688865,1.2209199076411548,-509.3952963604223,1.1818651973838268,1.006615482159452
LAF,1,1,AW,H,10.2,8.25,9.457879999999989,0.1297257226854123,9.46,10.2,1.9499999999999993,0.0917999999999999,0.0917299382051806,111.19597592211107,1.0784657872588794,0.0097061920853299,1.0784657872474768,-511.6923013229189,-0.48087659782444003,-0.3905278665463978
LAF,1,1,AW,H,10.12,8.64,9.46043999999998,0.085454146900223,9.46,10.12,1.4799999999999986,0.0910799999999999,0.060425206753659,167.4797744798313,1.0697176875494183,0.0096274591879447,1.0697176875381114,-455.406764655349,-0.8041479597826013,-0.0943528713330668
LAF,1,1,AW,H,10.05,8.84,9.459259999999976,0.0713627190860235,9.46,10.05,1.2100000000000009,0.09045,0.0504610625896379,199.16346355464472,1.062450973966254,0.0095620587656962,1.062450973955022,-423.7220353868113,-1.0045739707227224,0.036030650790644714
LAF,1,1,AW,H,11.53,7.72,9.462759999999983,0.148564211875203,9.46,11.53,3.81,0.1037699999999999,0.105050761658591,109.75646266584756,1.2184605759841758,0.0109661451838575,1.2184605759712994,-513.1419536237986,2.179980849104222,0.06146735819995541
LAF,1,1,AW,H,10.91,8.36,9.468039999999982,0.1410416388439086,9.46,10.91,2.5500000000000007,0.09819,0.0997314992561917,109.39372295982666,1.1522976244291343,0.0103706786198622,1.1522976244169638,-513.498271237784,0.5212103131618839,0.22073545613991996
LAF,1,1,AW,H,10.49,8.72,9.457639999999971,0.1211386790381926,9.46,10.49,1.7699999999999996,0.09441,0.0856579814118867,122.46377777172682,1.1091561954145042,0.0099824057587305,1.1091561954027769,-500.42427847523084,-0.4741615663065035,0.2563608213225965
LAF,1,1,AW,H,11.06,7.07,9.461919999999974,0.1608404579258951,9.46,11.06,3.99,0.09954,0.11373137848855,97.24668905787928,1.1688959534639936,0.0105200635811759,1.16889595345164,-525.651647945535,2.0733610573665384,-0.8832074185681638
SC,0,2,AD,H,9.48,9.41,9.44125999999997,0.0138345650593275,9.44,9.48,0.0700000000000002,0.08532,0.0097825147682169,969.0759712216528,1.004103265877651,0.0090369293928988,1.0041032658670157,346.19057526932227,0.45284541963162006,-0.028068294418718054
SC,0,2,AD,H,9.49,9.39,9.441079999999989,0.0150494708593457,9.44,9.49,0.0999999999999996,0.08541,0.0106415828979127,891.7846236823859,1.005181610578452,0.009046634495206,1.0051816105678053,268.89965758402377,0.1922988366855236,-0.02028669291230223
SC,0,2,AD,H,9.48,9.38,9.438299999999971,0.014495870464413,9.44,9.48,0.0999999999999996,0.08532,0.0102501283045882,924.866471745186,1.0044181685261149,0.009039763516735,1.004418168515473,301.98127575859155,0.3143510205178899,-0.045150101983821855
SC,0,2,AD,H,9.48,9.4,9.440519999999973,0.0139182266854703,9.44,9.48,0.08,0.08532,0.0098416724713876,963.2509136593276,1.0041819730269126,0.0090376377572422,1.0041819730162755,340.36551807366106,0.4409772196876727,-0.03600728387658236
SC,0,2,AD,H,9.48,9.4,9.440779999999984,0.0142266086185561,9.44,9.48,0.08,0.08532,0.010059731427468,942.3710830007786,1.0041543177576446,0.0090373888598188,1.0041543177470085,319.4858427389488,0.3606118085600869,-0.0307536772485264
SC,0,2,AD,H,9.48,9.4,9.440339999999978,0.0138154309474779,9.44,9.48,0.08,0.08532,0.0097689849079761,970.4181232033438,1.004201119874922,0.0090378100788742,1.0042011198642848,347.53267430011647,0.46856430564717755,-0.03780993913126274
